,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.9, 13.1  /  14.6  /  7.3 ,50.3%,13.3%,189,0.1%,"30,602"
1,2,Reyna,1.14, 17.3  /  15.2  /  4.7 ,50.7%,11.4%,247,0.1%,"26,238"
2,3,Raze,1.04, 16.1  /  15.4  /  5.2 ,50.6%,7.4%,239,0.1%,"17,053"
3,4,Omen,0.99, 14.8  /  15  /  5.9 ,49.1%,7.4%,210,0.1%,"16,976"
4,5,Killjoy,0.99, 13.9  /  14.1  /  4.3 ,51.5%,6.7%,202,0.2%,"15,373"
5,6,Jett,1.04, 16.3  /  15.6  /  4.1 ,49.0%,6.3%,233,0.1%,"14,499"
6,7,Brimstone,0.97, 14.2  /  14.6  /  7.4 ,51.0%,4.9%,208,0.1%,"11,345"
7,8,Gekko,0.93, 13.9  /  14.9  /  4.9 ,50.2%,4.5%,196,0.1%,"10,275"
8,9,Skye,0.92, 13.5  /  14.8  /  7.8 ,49.9%,4.3%,196,0.1%,"9,953"
9,10,Fade,0.93, 13.8  /  14.8  /  6 ,49.5%,4.0%,198,0.1%,"9,247"
10,11,Cypher,1.01, 14.4  /  14.3  /  5.2 ,49.7%,3.9%,202,0.2%,"9,042"
11,12,Viper,0.95, 13.9  /  14.6  /  5.4 ,48.2%,3.8%,200,0.1%,"8,826"
12,13,Phoenix,1.06, 16.2  /  15.2  /  4.8 ,49.7%,3.7%,233,0.1%,"8,470"
13,14,Sova,0.94, 13.9  /  14.7  /  5.2 ,48.5%,3.4%,201,0.1%,"7,735"
14,15,KAY/O,0.89, 13.5  /  15.2  /  8.2 ,46.1%,3.2%,199,0.1%,"7,370"
15,16,Neon,0.98, 15.5  /  15.9  /  4.4 ,47.5%,2.8%,224,0.1%,"6,374"
16,17,Yoru,0.99, 15  /  15.2  /  4.4 ,47.8%,2.4%,214,0.1%,"5,597"
17,18,Breach,0.93, 14.2  /  15.2  /  5.9 ,48.7%,2.2%,205,0.1%,"5,125"
18,19,Chamber,1.05, 15.2  /  14.5  /  3.4 ,49.3%,2.0%,214,0.1%,"4,579"
19,20,Astra,1.02, 14.6  /  14.4  /  5.6 ,50.1%,1.3%,208,0.1%,"3,011"
20,21,Harbor,0.88, 13.2  /  15.1  /  5.4 ,45.7%,1.1%,191,0.1%,"2,492"
