,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16  /  3.7 ,48.7%,15.5%,236,0.1%,"581,271"
1,2,Reyna,1.13, 17.7  /  15.8  /  4.5 ,49.8%,9.4%,244,0.1%,"352,490"
2,3,Viper,1.02, 15.1  /  14.8  /  6.3 ,49.6%,7.4%,209,0.1%,"278,305"
3,4,Killjoy,1.03, 14.9  /  14.4  /  3.8 ,50.0%,6.9%,204,0.1%,"257,203"
4,5,Skye,0.95, 14.5  /  15.3  /  8.1 ,49.0%,6.4%,199,0.1%,"239,813"
5,6,Gekko,0.95, 14.3  /  15.1  /  5 ,50.2%,5.6%,194,0.1%,"210,171"
6,7,Fade,0.96, 14.6  /  15.2  /  6.7 ,49.3%,5.4%,200,0.1%,"201,047"
7,8,Astra,1.04, 15.2  /  14.5  /  6.9 ,50.1%,4.9%,205,0.1%,"183,659"
8,9,Chamber,1.08, 16.3  /  15  /  2.9 ,47.6%,4.9%,217,0.1%,"183,518"
9,10,Cypher,1.01, 14.9  /  14.7  /  4.7 ,49.5%,4.7%,201,0.1%,"177,129"
10,11,Sage,0.93, 14  /  15.1  /  7.2 ,50.3%,4.6%,193,0.1%,"172,983"
11,12,Harbor,0.91, 13.9  /  15.3  /  6.5 ,46.4%,4.5%,191,0.1%,"169,840"
12,13,Phoenix,1.11, 17.4  /  15.7  /  5 ,51.1%,4.0%,242,0.1%,"149,687"
13,14,Raze,1.03, 16.6  /  16  /  4.9 ,49.6%,3.9%,237,0.1%,"146,368"
14,15,Brimstone,0.96, 14.4  /  15  /  9 ,51.1%,2.7%,204,0.1%,"99,658"
15,16,KAY/O,0.92, 14.4  /  15.7  /  9 ,44.8%,2.4%,204,0.1%,"91,419"
16,17,Omen,0.96, 14.7  /  15.4  /  7.2 ,46.8%,2.1%,203,0.1%,"80,319"
17,18,Sova,0.99, 14.7  /  14.8  /  5.8 ,48.9%,1.6%,205,0.1%,"61,142"
18,19,Yoru,1.01, 16  /  15.8  /  4.6 ,47.4%,1.2%,221,0.1%,"45,743"
19,20,Neon,0.96, 16  /  16.6  /  4.2 ,46.6%,1.1%,223,0.1%,"40,516"
20,21,Breach,0.92, 14.3  /  15.6  /  7.1 ,47.0%,0.8%,199,0.1%,"28,999"
