,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.3  /  15.8  /  3.8 ,49.8%,11.7%,240,0.1%,"20,926"
1,2,Breach,0.94, 14.4  /  15.3  /  7 ,49.1%,10.7%,199,0.1%,"19,209"
2,3,Brimstone,0.99, 14.6  /  14.8  /  8.6 ,49.9%,10.6%,206,0.1%,"18,996"
3,4,Reyna,1.15, 17.8  /  15.5  /  4.4 ,49.5%,10.2%,246,0.1%,"18,337"
4,5,Killjoy,1.01, 14.6  /  14.4  /  3.9 ,50.3%,8.0%,203,0.2%,"14,286"
5,6,Raze,1.07, 16.9  /  15.9  /  4.7 ,50.6%,7.1%,240,0.1%,"12,761"
6,7,Sage,0.93, 13.8  /  14.8  /  7 ,50.5%,6.6%,191,0.1%,"11,808"
7,8,Cypher,1.02, 14.9  /  14.6  /  4.9 ,50.2%,4.6%,203,0.1%,"8,317"
8,9,Fade,0.97, 14.5  /  15  /  6.2 ,50.7%,4.4%,200,0.1%,"7,948"
9,10,Viper,0.97, 14.5  /  14.9  /  5.8 ,47.6%,4.2%,201,0.2%,"7,566"
10,11,KAY/O,0.92, 14.4  /  15.6  /  9.1 ,45.6%,3.3%,204,0.1%,"5,952"
11,12,Neon,1.01, 16.5  /  16.3  /  4.3 ,46.4%,3.2%,231,0.1%,"5,718"
12,13,Skye,0.95, 14.4  /  15.1  /  7.2 ,50.3%,3.0%,199,0.1%,"5,312"
13,14,Chamber,1.08, 16.3  /  15.2  /  3 ,46.0%,2.9%,220,0.1%,"5,282"
14,15,Omen,0.96, 14.6  /  15.2  /  6.8 ,45.8%,2.7%,203,0.1%,"4,889"
15,16,Phoenix,1.11, 17  /  15.4  /  4.6 ,50.3%,2.4%,237,0.1%,"4,317"
16,17,Sova,0.94, 14.1  /  15  /  5.3 ,48.2%,1.3%,198,0.1%,"2,339"
17,18,Astra,1.04, 15.3  /  14.7  /  6.4 ,46.3%,1.2%,208,0.2%,"2,150"
18,19,Yoru,1.02, 15.9  /  15.7  /  4.4 ,47.1%,1.0%,221,0.1%,"1,735"
19,20,Harbor,0.91, 13.7  /  15.1  /  5.9 ,44.4%,0.9%,193,0.1%,"1,659"
