,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16.1  /  3.6 ,48.5%,17.7%,235,0.1%,"259,552"
1,2,Reyna,1.12, 17.7  /  15.8  /  4.4 ,49.4%,8.8%,242,0.1%,"128,647"
2,3,Killjoy,1.04, 15.1  /  14.5  /  3.6 ,49.8%,8.2%,206,0.1%,"120,583"
3,4,Viper,1.03, 15.3  /  14.8  /  6.4 ,49.6%,7.1%,211,0.1%,"104,696"
4,5,Astra,1.04, 15.1  /  14.5  /  7.1 ,49.8%,7.0%,204,0.1%,"102,348"
5,6,Skye,0.95, 14.5  /  15.2  /  8.1 ,48.9%,6.8%,199,0.1%,"99,517"
6,7,Fade,0.96, 14.6  /  15.2  /  6.7 ,48.8%,6.4%,200,0.1%,"94,193"
7,8,Gekko,0.96, 14.4  /  15.1  /  5 ,50.0%,5.3%,195,0.1%,"78,323"
8,9,Cypher,1.01, 15  /  14.8  /  4.6 ,49.2%,5.2%,202,0.1%,"76,844"
9,10,Harbor,0.92, 14  /  15.3  /  6.6 ,45.9%,4.5%,191,0.1%,"65,434"
10,11,Phoenix,1.1, 17.3  /  15.7  /  5 ,50.7%,4.3%,240,0.1%,"63,606"
11,12,Chamber,1.07, 16.2  /  15.1  /  2.7 ,47.4%,4.1%,216,0.1%,"60,377"
12,13,Raze,1.03, 16.6  /  16.1  /  4.8 ,49.8%,3.2%,236,0.1%,"46,695"
13,14,Sage,0.95, 14.3  /  15.1  /  7.1 ,50.4%,2.9%,197,0.1%,"41,877"
14,15,KAY/O,0.92, 14.5  /  15.7  /  9.2 ,44.1%,2.0%,204,0.1%,"29,513"
15,16,Brimstone,0.97, 14.4  /  14.9  /  9.3 ,51.4%,1.9%,204,0.1%,"27,946"
16,17,Sova,1, 14.8  /  14.8  /  6 ,49.5%,1.2%,206,0.1%,"17,128"
17,18,Yoru,1.02, 16.1  /  15.8  /  4.6 ,48.0%,1.2%,221,0.1%,"17,060"
18,19,Omen,0.96, 14.8  /  15.3  /  7.5 ,47.2%,1.0%,202,0.1%,"15,334"
19,20,Neon,0.96, 15.9  /  16.6  /  4.2 ,46.4%,0.8%,222,0.1%,"11,041"
20,21,Breach,0.92, 14.1  /  15.4  /  7.4 ,46.1%,0.4%,197,0.1%,"5,231"
