,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.94, 13.8  /  14.6  /  7.4 ,50.6%,12.6%,195,0.1%,"35,576"
1,2,Reyna,1.19, 18.3  /  15.4  /  4.7 ,51.2%,11.8%,257,0.1%,"33,142"
2,3,Raze,1.08, 16.8  /  15.6  /  5.1 ,50.7%,8.3%,247,0.1%,"23,392"
3,4,Omen,1.01, 15.2  /  15  /  6.3 ,49.3%,7.6%,214,0.1%,"21,497"
4,5,Jett,1.11, 17.5  /  15.8  /  4.1 ,49.1%,7.4%,246,0.1%,"20,984"
5,6,Killjoy,1.02, 14.5  /  14.2  /  4.2 ,50.9%,6.8%,207,0.2%,"19,039"
6,7,Brimstone,0.99, 14.6  /  14.8  /  7.8 ,50.4%,5.1%,212,0.1%,"14,418"
7,8,Gekko,0.95, 14.2  /  15  /  5 ,49.3%,5.1%,198,0.1%,"14,274"
8,9,Cypher,1.02, 14.8  /  14.5  /  5.1 ,48.9%,4.5%,206,0.1%,"12,563"
9,10,Skye,0.95, 14.2  /  14.9  /  7.7 ,50.6%,4.2%,202,0.1%,"11,872"
10,11,Viper,0.99, 14.5  /  14.6  /  5.4 ,48.3%,3.3%,206,0.2%,"9,403"
11,12,Fade,0.96, 14.3  /  14.9  /  6 ,50.6%,3.3%,203,0.1%,"9,284"
12,13,Phoenix,1.12, 17.1  /  15.3  /  4.8 ,51.1%,3.3%,242,0.1%,"9,191"
13,14,KAY/O,0.92, 14.2  /  15.4  /  8.3 ,45.7%,3.2%,206,0.1%,"8,961"
14,15,Sova,0.99, 14.5  /  14.7  /  5.3 ,49.6%,2.8%,209,0.1%,"7,959"
15,16,Breach,0.96, 14.6  /  15.3  /  6.2 ,48.1%,2.4%,207,0.1%,"6,760"
16,17,Chamber,1.07, 15.9  /  14.8  /  3.3 ,48.1%,2.0%,222,0.1%,"5,611"
17,18,Neon,1, 16.1  /  16  /  4.4 ,48.4%,2.0%,229,0.1%,"5,516"
18,19,Astra,1.06, 15.3  /  14.5  /  5.9 ,49.7%,1.8%,213,0.1%,"5,175"
19,20,Yoru,1.01, 15.8  /  15.6  /  4.5 ,46.9%,1.7%,222,0.1%,"4,713"
20,21,Harbor,0.9, 13.8  /  15.3  /  5.7 ,45.4%,0.9%,194,0.1%,"2,636"
