,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.2  /  3.7 ,48.9%,16.7%,238,0.1%,"13,184"
1,2,Sova,1.03, 15.1  /  14.6  /  6.3 ,50.3%,12.4%,209,0.2%,"9,744"
2,3,Omen,0.99, 14.9  /  15.1  /  9.1 ,49.3%,11.3%,206,0.1%,"8,923"
3,4,Killjoy,1.04, 14.9  /  14.4  /  3.8 ,49.6%,11.1%,205,0.2%,"8,751"
4,5,Reyna,1.11, 17.7  /  15.9  /  4.6 ,49.2%,10.1%,241,0.1%,"7,945"
5,6,KAY/O,0.95, 14.8  /  15.7  /  9.8 ,45.0%,5.1%,208,0.1%,"3,999"
6,7,Raze,1.04, 16.7  /  16  /  5 ,50.0%,4.7%,238,0.1%,"3,698"
7,8,Brimstone,1, 14.9  /  14.9  /  10.5 ,54.8%,4.6%,210,0.1%,"3,607"
8,9,Sage,0.97, 14.5  /  15  /  7 ,49.4%,4.1%,200,0.1%,"3,198"
9,10,Cypher,1.01, 14.8  /  14.7  /  5.1 ,49.9%,3.7%,200,0.1%,"2,938"
10,11,Phoenix,1.1, 17.2  /  15.7  /  5.1 ,51.4%,3.2%,241,0.1%,"2,549"
11,12,Astra,1.04, 15.4  /  14.8  /  8.3 ,49.6%,2.8%,210,0.1%,"2,184"
12,13,Fade,0.98, 14.7  /  15.1  /  6.8 ,47.6%,2.8%,201,0.1%,"2,171"
13,14,Skye,0.96, 14.6  /  15.3  /  7.8 ,48.5%,2.7%,202,0.1%,"2,126"
14,15,Chamber,1.07, 16.3  /  15.3  /  2.8 ,46.7%,2.0%,218,0.1%,"1,579"
15,16,Yoru,0.98, 15.7  /  16.1  /  4.2 ,36.9%,0.8%,218,0.1%,662
16,17,Breach,0.98, 14.9  /  15.2  /  7.4 ,51.6%,0.8%,205,0.1%,638
17,18,Neon,0.98, 16  /  16.3  /  4 ,50.2%,0.6%,218,0.1%,468
18,19,Viper,0.98, 15  /  15.3  /  6.3 ,45.0%,0.4%,206,0.2%,309
19,20,Harbor,0.89, 14.2  /  16  /  6.8 ,32.3%,0.2%,194,0.1%,195
