,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.8, 11.6  /  14.4  /  6.2 ,49.3%,13.3%,169,0.1%,"550,289"
1,2,Reyna,1.02, 15.2  /  14.9  /  4.4 ,49.1%,11.1%,221,0.1%,"456,172"
2,3,Omen,0.89, 13.1  /  14.8  /  5.1 ,48.2%,7.8%,189,0.1%,"321,662"
3,4,Raze,0.92, 13.9  /  15  /  4.6 ,49.2%,7.0%,209,0.1%,"289,525"
4,5,Jett,0.96, 14.4  /  15  /  3.8 ,48.4%,6.8%,210,0.1%,"278,918"
5,6,Gekko,0.81, 12  /  14.8  /  4.6 ,48.9%,5.2%,174,0.1%,"213,965"
6,7,Killjoy,0.88, 12.3  /  14  /  4 ,50.3%,5.1%,182,0.1%,"209,340"
7,8,Phoenix,0.94, 13.9  /  14.8  /  4.3 ,47.9%,4.8%,204,0.1%,"198,662"
8,9,Sova,0.84, 12.2  /  14.5  /  4.8 ,47.8%,4.6%,180,0.1%,"191,411"
9,10,Skye,0.82, 12  /  14.6  /  6.9 ,49.1%,4.2%,177,0.1%,"171,757"
10,11,Yoru,0.87, 13.1  /  15  /  4.2 ,46.4%,4.1%,190,0.1%,"170,287"
11,12,Brimstone,0.88, 12.7  /  14.5  /  6.2 ,49.5%,4.1%,188,0.1%,"167,174"
12,13,Fade,0.81, 12  /  14.8  /  5.9 ,48.4%,3.8%,176,0.1%,"158,640"
13,14,Neon,0.87, 13.5  /  15.5  /  4 ,47.1%,3.8%,198,0.1%,"155,138"
14,15,Viper,0.84, 12.3  /  14.6  /  4.9 ,47.7%,3.1%,181,0.1%,"127,877"
15,16,Cypher,0.89, 12.6  /  14.2  /  4.8 ,48.5%,2.9%,180,0.1%,"118,159"
16,17,KAY/O,0.79, 11.9  /  15  /  7.5 ,46.5%,2.8%,179,0.1%,"116,107"
17,18,Chamber,0.93, 13.5  /  14.4  /  3.4 ,47.9%,2.4%,192,0.1%,"96,891"
18,19,Breach,0.86, 12.9  /  14.9  /  5.4 ,49.0%,1.5%,189,0.1%,"63,800"
19,20,Harbor,0.8, 11.9  /  14.9  /  5.2 ,47.0%,1.0%,175,0.1%,"40,050"
20,21,Astra,0.91, 12.9  /  14.2  /  4.8 ,48.0%,0.6%,186,0.1%,"26,468"
