,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 16.6  /  15.6  /  3.6 ,48.1%,17.9%,235,0.1%,54
1,2,Gekko,0.87, 12.9  /  14.8  /  6.4 ,44.0%,16.6%,183,0.2%,50
2,3,Killjoy,1.09, 14.6  /  13.4  /  2.8 ,56.3%,15.9%,206,0.1%,48
3,4,Raze,1.2, 16.9  /  14.2  /  4.8 ,55.0%,6.6%,258,0.1%,20
4,5,Omen,1.05, 18.3  /  17.4  /  10.5 ,63.2%,6.3%,225,0.1%,19
5,6,Reyna,1.36, 16.5  /  12.2  /  3.4 ,78.9%,6.3%,246,0.2%,19
6,7,Skye,0.86, 15.1  /  17.6  /  9 ,18.8%,5.3%,206,0.2%,16
7,8,Astra,1.05, 13.6  /  13  /  13.4 ,60.0%,5.0%,187,0.2%,15
8,9,Chamber,1.2, 20.6  /  17.1  /  2.2 ,50.0%,4.7%,245,0.1%,14
9,10,Breach,0.8, 12  /  15  /  5.3 ,0.0%,4.0%,197,0.1%,12
10,11,Fade,0.87, 13.5  /  15.6  /  5.2 ,30.0%,3.3%,181,0.1%,10
11,12,Neon,1.16, 18  /  15.5  /  4 ,50.0%,2.0%,237,0.1%,6
12,13,KAY/O,0.68, 9.5  /  14  /  8 ,50.0%,2.0%,163,0.0%,6
13,14,Sova,1.42, 27  /  19  /  8 ,0.0%,1.0%,270,0.1%,3
14,15,Viper,1.11, 20  /  18  /  5 ,0.0%,1.0%,214,0.2%,3
15,16,Yoru,1, 16  /  16  /  5 ,100.0%,1.0%,193,0.0%,3
16,17,Harbor,0.88, 15  /  17  /  13 ,100.0%,1.0%,190,0.1%,3
