,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.06, 17  /  16  /  4.8 ,49.6%,12.0%,243,0.2%,"240,102"
1,2,Brimstone,0.99, 14.7  /  14.8  /  8.3 ,51.0%,10.5%,205,0.1%,"209,257"
2,3,Jett,1.09, 17.4  /  15.9  /  3.5 ,48.8%,10.2%,237,0.2%,"204,437"
3,4,Skye,0.96, 14.4  /  15  /  7.5 ,49.9%,10.2%,197,0.1%,"203,535"
4,5,Reyna,1.15, 17.9  /  15.6  /  4.2 ,49.8%,9.5%,244,0.2%,"189,349"
5,6,Omen,0.97, 14.8  /  15.2  /  7.1 ,47.4%,5.7%,203,0.1%,"114,473"
6,7,Sage,0.94, 13.9  /  14.9  /  6.7 ,50.9%,5.3%,191,0.1%,"106,596"
7,8,Cypher,0.99, 14.4  /  14.5  /  4.5 ,49.0%,4.9%,194,0.1%,"98,998"
8,9,Chamber,1.09, 16.2  /  14.9  /  2.7 ,48.8%,4.9%,216,0.2%,"98,570"
9,10,Deadlock,1, 15.1  /  15.1  /  3.8 ,49.1%,4.7%,207,0.1%,"93,617"
10,11,Killjoy,0.98, 14.1  /  14.4  /  3.5 ,49.4%,3.8%,194,0.1%,"76,615"
11,12,Sova,1, 14.7  /  14.7  /  5.6 ,49.4%,3.1%,205,0.1%,"62,262"
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.3 ,50.5%,2.6%,239,0.2%,"52,155"
13,14,Fade,0.96, 14.5  /  15.1  /  6.3 ,48.6%,2.2%,198,0.1%,"43,962"
14,15,Viper,1.03, 15.1  /  14.8  /  5.5 ,49.7%,1.9%,209,0.1%,"37,724"
15,16,Gekko,0.94, 14.3  /  15.1  /  4.7 ,49.3%,1.8%,193,0.1%,"35,438"
16,17,Breach,0.93, 14.4  /  15.5  /  6.5 ,46.8%,1.5%,199,0.1%,"29,775"
17,18,Yoru,1.04, 16.4  /  15.7  /  4.2 ,47.9%,1.4%,226,0.2%,"28,680"
18,19,Astra,1.02, 15.1  /  14.7  /  6.4 ,47.7%,1.4%,204,0.1%,"28,644"
19,20,KAY/O,0.91, 14.2  /  15.6  /  8.5 ,44.2%,1.3%,201,0.1%,"26,245"
20,21,Neon,0.99, 16.1  /  16.3  /  3.9 ,46.7%,0.6%,223,0.2%,"12,356"
21,22,Harbor,0.92, 14.1  /  15.3  /  5.8 ,44.7%,0.4%,192,0.1%,"7,835"
