,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.78, 11.2  /  14.4  /  6 ,50.1%,12.2%,164,0.1%,"122,379"
1,2,Reyna,1, 14.8  /  14.9  /  4.4 ,49.3%,10.6%,216,0.2%,"106,747"
2,3,Omen,0.88, 12.8  /  14.7  /  5 ,49.0%,7.5%,185,0.1%,"75,673"
3,4,Raze,0.91, 13.6  /  14.9  /  4.6 ,49.5%,7.2%,205,0.1%,"72,131"
4,5,Jett,0.93, 13.9  /  14.9  /  3.8 ,48.7%,6.1%,203,0.2%,"61,361"
5,6,Deadlock,0.86, 12.5  /  14.6  /  3.9 ,50.0%,5.3%,188,0.1%,"52,946"
6,7,Gekko,0.79, 11.7  /  14.7  /  4.5 ,49.9%,4.8%,170,0.1%,"48,484"
7,8,Skye,0.8, 11.7  /  14.6  /  6.7 ,50.2%,4.6%,172,0.1%,"46,458"
8,9,Phoenix,0.92, 13.5  /  14.7  /  4.2 ,48.4%,4.4%,198,0.1%,"44,520"
9,10,Killjoy,0.86, 11.9  /  14  /  3.9 ,50.8%,4.3%,177,0.1%,"43,265"
10,11,Yoru,0.87, 12.9  /  14.9  /  4 ,47.1%,4.3%,187,0.1%,"42,952"
11,12,Sova,0.82, 11.9  /  14.5  /  4.8 ,48.9%,4.1%,176,0.1%,"41,239"
12,13,Brimstone,0.87, 12.5  /  14.4  /  6.2 ,50.4%,3.9%,185,0.1%,"39,126"
13,14,Neon,0.87, 13.3  /  15.3  /  3.9 ,48.0%,3.6%,195,0.2%,"36,587"
14,15,Fade,0.78, 11.5  /  14.8  /  5.9 ,48.8%,3.4%,170,0.1%,"34,372"
15,16,Viper,0.83, 12  /  14.4  /  4.8 ,49.1%,2.8%,177,0.1%,"27,962"
16,17,Cypher,0.88, 12.3  /  14  /  4.7 ,50.2%,2.7%,177,0.1%,"26,801"
17,18,KAY/O,0.79, 11.8  /  14.9  /  7.5 ,47.8%,2.4%,176,0.1%,"24,486"
18,19,Chamber,0.92, 13.2  /  14.3  /  3.4 ,48.3%,2.3%,189,0.2%,"23,452"
19,20,Breach,0.86, 12.7  /  14.8  /  5.4 ,49.7%,1.7%,186,0.1%,"16,992"
20,21,Harbor,0.79, 11.8  /  14.8  /  5.1 ,48.7%,0.8%,172,0.1%,"8,317"
21,22,Astra,0.9, 12.6  /  14.1  /  4.7 ,48.5%,0.6%,182,0.1%,"6,188"
