,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.94, 13.9  /  14.9  /  7.6 ,50.6%,12.5%,195,0.1%,"31,942"
1,2,Reyna,1.14, 17.8  /  15.6  /  4.6 ,50.1%,10.6%,248,0.1%,"27,038"
2,3,Raze,1.06, 17  /  16  /  5 ,49.7%,9.9%,245,0.1%,"25,164"
3,4,Jett,1.07, 17.2  /  16  /  3.9 ,48.2%,9.6%,240,0.1%,"24,490"
4,5,Omen,0.99, 15  /  15.1  /  6.9 ,48.3%,8.5%,209,0.1%,"21,649"
5,6,Killjoy,0.99, 14.4  /  14.4  /  3.9 ,49.9%,6.5%,202,0.2%,"16,545"
6,7,Cypher,1.01, 14.7  /  14.6  /  4.9 ,49.2%,5.5%,201,0.2%,"14,057"
7,8,Skye,0.95, 14.3  /  15.1  /  7.5 ,48.1%,5.4%,200,0.1%,"13,655"
8,9,Brimstone,0.97, 14.5  /  15  /  8.5 ,50.8%,4.8%,207,0.1%,"12,298"
9,10,KAY/O,0.92, 14.3  /  15.6  /  8.7 ,46.8%,3.6%,203,0.1%,"9,299"
10,11,Fade,0.95, 14.4  /  15.1  /  6 ,49.9%,3.6%,200,0.1%,"9,160"
11,12,Breach,0.94, 14.5  /  15.4  /  6.6 ,48.7%,3.0%,203,0.1%,"7,657"
12,13,Phoenix,1.1, 17  /  15.4  /  4.7 ,49.4%,2.9%,240,0.1%,"7,454"
13,14,Viper,0.99, 14.6  /  14.8  /  5.5 ,48.5%,2.9%,205,0.2%,"7,313"
14,15,Sova,0.96, 14.4  /  15  /  5.3 ,47.4%,2.7%,204,0.1%,"6,847"
15,16,Astra,1.06, 15.6  /  14.7  /  6.4 ,50.4%,2.7%,213,0.1%,"6,782"
16,17,Chamber,1.06, 16.2  /  15.2  /  3.2 ,45.7%,2.1%,221,0.1%,"5,448"
17,18,Neon,0.96, 15.9  /  16.6  /  4.3 ,48.3%,1.3%,223,0.1%,"3,354"
18,19,Yoru,1.02, 15.8  /  15.5  /  4.4 ,47.1%,1.2%,220,0.1%,"2,998"
19,20,Harbor,0.9, 13.7  /  15.2  /  5.7 ,44.6%,0.7%,191,0.1%,"1,883"
