,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.2, 18.2  /  15.2  /  4.5 ,50.8%,12.2%,256,0.1%,"1,145,280"
1,2,Sage,0.92, 13.4  /  14.7  /  7 ,50.3%,9.5%,190,0.1%,"892,786"
2,3,Jett,1.13, 17.5  /  15.5  /  3.9 ,50.1%,8.8%,247,0.1%,"827,838"
3,4,Omen,0.99, 14.9  /  15  /  6.3 ,49.3%,8.6%,208,0.1%,"811,725"
4,5,Raze,1.08, 16.7  /  15.5  /  5.1 ,50.7%,7.7%,246,0.1%,"720,127"
5,6,Killjoy,1, 14.2  /  14.1  /  3.9 ,50.5%,6.4%,200,0.1%,"599,840"
6,7,Skye,0.94, 13.9  /  14.8  /  7.8 ,49.1%,5.6%,198,0.1%,"521,689"
7,8,Gekko,0.94, 14  /  14.9  /  4.8 ,50.3%,5.3%,195,0.1%,"502,298"
8,9,Brimstone,0.98, 14.4  /  14.8  /  7.7 ,50.6%,4.6%,208,0.1%,"435,926"
9,10,Chamber,1.11, 16.1  /  14.6  /  3.2 ,49.6%,3.7%,222,0.1%,"349,526"
10,11,Phoenix,1.13, 17  /  15  /  4.6 ,50.7%,3.6%,241,0.1%,"335,537"
11,12,Breach,0.95, 14.4  /  15.2  /  6.4 ,49.6%,3.4%,204,0.1%,"318,466"
12,13,Fade,0.93, 14  /  14.9  /  6.2 ,49.0%,2.8%,198,0.1%,"260,701"
13,14,Viper,0.99, 14.5  /  14.6  /  5.6 ,49.4%,2.7%,207,0.1%,"256,395"
14,15,Cypher,1, 14.4  /  14.4  /  4.8 ,48.8%,2.7%,200,0.1%,"249,246"
15,16,Sova,0.98, 14.4  /  14.7  /  5.4 ,48.8%,2.6%,206,0.1%,"246,903"
16,17,KAY/O,0.91, 13.9  /  15.3  /  8.6 ,46.2%,2.6%,202,0.1%,"241,480"
17,18,Neon,1.02, 16.2  /  16  /  4.3 ,48.2%,2.4%,231,0.1%,"226,627"
18,19,Harbor,0.92, 13.9  /  15.1  /  5.8 ,47.3%,1.8%,195,0.1%,"166,301"
19,20,Yoru,1, 15.4  /  15.4  /  4.4 ,46.3%,1.7%,217,0.1%,"159,659"
20,21,Astra,1.05, 15.1  /  14.5  /  5.7 ,50.2%,1.3%,210,0.1%,"124,864"
