,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.5  /  16.2  /  3.5 ,49.9%,14.9%,238,0.2%,"63,331"
1,2,Omen,0.99, 14.9  /  15.1  /  8.5 ,49.6%,12.8%,202,0.1%,"54,079"
2,3,Raze,1.06, 17  /  16  /  4.6 ,50.7%,10.7%,242,0.2%,"45,391"
3,4,Killjoy,1.05, 15.2  /  14.4  /  3.4 ,51.0%,8.4%,205,0.1%,"35,520"
4,5,Reyna,1.12, 17.6  /  15.7  /  4.2 ,49.6%,8.1%,239,0.2%,"34,447"
5,6,Skye,0.96, 14.3  /  15  /  8.7 ,50.0%,7.8%,196,0.1%,"33,168"
6,7,Chamber,1.11, 16.7  /  15  /  2.5 ,48.9%,7.0%,221,0.2%,"29,639"
7,8,Breach,0.93, 14.3  /  15.3  /  8 ,48.2%,6.1%,195,0.1%,"25,643"
8,9,Gekko,0.95, 14.3  /  15  /  4.8 ,49.7%,4.1%,190,0.1%,"17,468"
9,10,Deadlock,1.04, 15.7  /  15  /  3.7 ,49.7%,3.7%,246,0.1%,"15,585"
10,11,Astra,1.04, 15.3  /  14.7  /  7.4 ,50.4%,2.5%,205,0.1%,"10,794"
11,12,Brimstone,1, 14.7  /  14.8  /  10 ,53.7%,2.0%,207,0.1%,"8,350"
12,13,Cypher,1.02, 15.1  /  14.7  /  4.5 ,49.2%,1.9%,201,0.1%,"8,070"
13,14,Sage,0.98, 14.5  /  14.8  /  6.8 ,52.2%,1.6%,199,0.1%,"6,676"
14,15,Fade,1, 14.9  /  14.9  /  6.9 ,48.7%,1.4%,202,0.1%,"6,144"
15,16,Phoenix,1.12, 17.3  /  15.5  /  4.8 ,51.2%,1.4%,238,0.2%,"6,061"
16,17,Harbor,0.95, 14.4  /  15.1  /  6.7 ,46.8%,1.3%,195,0.1%,"5,563"
17,18,Neon,0.99, 16.6  /  16.8  /  4.3 ,47.3%,1.0%,228,0.2%,"4,136"
18,19,Viper,1.07, 15.7  /  14.7  /  6 ,49.9%,1.0%,215,0.1%,"4,048"
19,20,Yoru,1.02, 16.2  /  15.9  /  4.4 ,48.8%,1.0%,222,0.2%,"4,045"
20,21,Sova,1.03, 15.1  /  14.6  /  6.2 ,50.3%,0.7%,209,0.1%,"2,940"
21,22,KAY/O,0.95, 14.8  /  15.6  /  10.2 ,45.6%,0.6%,208,0.1%,"2,642"
