,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.87, 12.7  /  14.5  /  6.7 ,50.4%,13.0%,183,0.1%,"36,341"
1,2,Reyna,1.12, 16.8  /  15.1  /  4.6 ,50.8%,11.8%,242,0.1%,"32,839"
2,3,Omen,0.96, 14.2  /  14.9  /  5.7 ,49.8%,8.1%,202,0.1%,"22,692"
3,4,Jett,1.05, 16  /  15.3  /  3.9 ,49.2%,7.1%,230,0.1%,"19,777"
4,5,Raze,1, 15.3  /  15.2  /  4.8 ,49.3%,6.7%,227,0.1%,"18,627"
5,6,Killjoy,0.94, 13.2  /  14  /  4.1 ,50.8%,6.6%,193,0.2%,"18,444"
6,7,Brimstone,0.93, 13.6  /  14.6  /  6.9 ,50.0%,5.2%,198,0.1%,"14,411"
7,8,Sova,0.93, 13.5  /  14.5  /  5.1 ,48.6%,5.1%,195,0.1%,"14,246"
8,9,Fade,0.89, 13.2  /  14.9  /  6.1 ,47.9%,4.5%,192,0.1%,"12,631"
9,10,Skye,0.88, 13.2  /  14.9  /  7.1 ,47.9%,4.4%,191,0.1%,"12,365"
10,11,Phoenix,1.05, 15.6  /  14.9  /  4.4 ,49.9%,4.2%,226,0.1%,"11,723"
11,12,KAY/O,0.86, 13.1  /  15.2  /  8.2 ,46.9%,3.5%,193,0.1%,"9,843"
12,13,Cypher,0.96, 13.6  /  14.3  /  4.9 ,47.6%,3.3%,194,0.2%,"9,282"
13,14,Neon,0.95, 14.9  /  15.7  /  4.1 ,49.0%,3.2%,216,0.1%,"9,010"
14,15,Viper,0.92, 13.5  /  14.6  /  5.3 ,47.4%,3.2%,195,0.1%,"8,893"
15,16,Yoru,0.96, 14.4  /  15.1  /  4.2 ,48.1%,3.0%,207,0.1%,"8,260"
16,17,Chamber,1, 14.6  /  14.6  /  3.3 ,47.6%,2.7%,206,0.1%,"7,478"
17,18,Breach,0.92, 13.9  /  15.2  /  5.7 ,47.8%,2.3%,201,0.1%,"6,552"
18,19,Harbor,0.86, 13  /  15.2  /  5.5 ,47.9%,1.1%,187,0.1%,"2,933"
19,20,Astra,0.97, 14  /  14.4  /  5.3 ,48.1%,1.0%,198,0.1%,"2,865"
