,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.06, 18  /  17  /  4.9 ,47.1%,14.5%,253,0.1%,560
1,2,Sage,1.1, 16.3  /  14.8  /  7.9 ,52.2%,12.2%,222,0.1%,471
2,3,Gekko,1.02, 15.5  /  15.1  /  5.3 ,53.0%,10.6%,205,0.2%,411
3,4,Jett,1.14, 18.8  /  16.6  /  3.3 ,51.5%,10.4%,248,0.1%,404
4,5,Omen,1.08, 16.4  /  15.3  /  9.1 ,47.7%,10.0%,219,0.1%,386
5,6,Skye,0.97, 15.6  /  16  /  8.7 ,47.5%,8.2%,206,0.1%,318
6,7,Cypher,1.1, 16.1  /  14.7  /  4.8 ,48.9%,7.0%,210,0.1%,272
7,8,Killjoy,1.12, 16.5  /  14.8  /  3.6 ,51.4%,6.7%,220,0.2%,259
8,9,Astra,1.11, 16.8  /  15.2  /  7.5 ,44.7%,6.1%,218,0.2%,235
9,10,Reyna,1.05, 16.5  /  15.8  /  4.6 ,51.0%,5.2%,236,0.1%,202
10,11,Brimstone,1.09, 17.1  /  15.6  /  10.6 ,51.4%,1.9%,230,0.1%,74
11,12,Breach,0.87, 14.2  /  16.3  /  8.1 ,42.6%,1.8%,191,0.2%,68
12,13,Yoru,1.14, 19.2  /  16.9  /  4.5 ,39.0%,1.1%,252,0.1%,41
13,14,Fade,1.23, 19.5  /  15.9  /  5.8 ,59.5%,1.0%,246,0.1%,37
14,15,KAY/O,0.98, 15.9  /  16.2  /  9.9 ,50.0%,0.9%,208,0.1%,34
15,16,Chamber,1.01, 17  /  16.8  /  2.6 ,30.3%,0.9%,210,0.1%,33
16,17,Phoenix,1.13, 18.8  /  16.6  /  5.1 ,54.2%,0.6%,248,0.1%,24
17,18,Viper,1.04, 17.1  /  16.4  /  6.9 ,16.7%,0.5%,226,0.1%,
18,19,Neon,1.31, 18.9  /  14.4  /  3.6 ,71.4%,0.4%,268,0.1%,14
19,20,Harbor,1.65, 21.7  /  13.2  /  6.8 ,72.7%,0.3%,299,0.1%,11
20,21,Sova,1.05, 23  /  22  /  11 ,100.0%,0.0%,233,0.1%,1
