,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.98, 14.8  /  15.1  /  7.6 ,49.9%,12.6%,204,0.1%,"10,158"
1,2,Raze,1.06, 17.2  /  16.3  /  5.1 ,49.5%,11.6%,247,0.1%,"9,357"
2,3,Jett,1.08, 17.5  /  16.3  /  3.8 ,49.8%,10.9%,241,0.1%,"8,806"
3,4,Omen,1.02, 15.4  /  15.1  /  8.1 ,49.5%,10.0%,210,0.1%,"8,060"
4,5,Reyna,1.13, 17.7  /  15.7  /  4.4 ,50.1%,7.8%,243,0.1%,"6,311"
5,6,Gekko,0.96, 14.7  /  15.3  /  5.2 ,49.6%,6.8%,198,0.1%,"5,502"
6,7,Killjoy,1.04, 15.1  /  14.5  /  3.7 ,49.6%,6.2%,207,0.2%,"4,952"
7,8,Cypher,1.01, 15.1  /  14.9  /  4.7 ,47.9%,6.0%,203,0.2%,"4,862"
8,9,Skye,0.97, 14.8  /  15.3  /  7.8 ,49.6%,5.6%,204,0.1%,"4,481"
9,10,Astra,1.05, 15.6  /  14.8  /  7.4 ,51.3%,3.9%,211,0.1%,"3,169"
10,11,Brimstone,1, 15  /  15.1  /  9.6 ,50.6%,3.8%,213,0.1%,"3,039"
11,12,KAY/O,0.95, 14.8  /  15.6  /  9.3 ,44.9%,2.8%,209,0.1%,"2,292"
12,13,Breach,0.95, 14.8  /  15.5  /  7.5 ,47.3%,2.7%,203,0.1%,"2,146"
13,14,Fade,0.94, 14.6  /  15.4  /  6.4 ,48.1%,2.4%,200,0.1%,"1,909"
14,15,Phoenix,1.09, 17.3  /  15.9  /  4.7 ,49.4%,1.6%,239,0.1%,"1,249"
15,16,Chamber,1.1, 16.9  /  15.4  /  3 ,47.4%,1.4%,228,0.1%,"1,088"
16,17,Viper,1.02, 15.3  /  14.9  /  5.8 ,44.9%,1.2%,212,0.1%,986
17,18,Sova,0.98, 15.1  /  15.4  /  5.7 ,42.1%,0.9%,208,0.1%,713
18,19,Yoru,1.01, 15.8  /  15.7  /  4.6 ,46.5%,0.8%,221,0.1%,673
19,20,Neon,0.98, 16.5  /  16.9  /  4.6 ,47.2%,0.5%,230,0.1%,413
20,21,Harbor,0.92, 14  /  15.2  /  6.5 ,45.5%,0.4%,195,0.1%,303
