,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.11, 17.6  /  15.8  /  3.8 ,49.6%,11.8%,243,0.1%,"730,180"
1,2,Brimstone,0.99, 14.7  /  14.7  /  8.7 ,51.0%,10.5%,207,0.1%,"652,762"
2,3,Reyna,1.17, 18  /  15.5  /  4.5 ,50.5%,10.4%,249,0.1%,"648,359"
3,4,Breach,0.94, 14.4  /  15.3  /  6.9 ,49.2%,8.7%,200,0.1%,"540,004"
4,5,Killjoy,1.01, 14.4  /  14.3  /  3.9 ,50.2%,7.8%,201,0.1%,"483,871"
5,6,Raze,1.06, 16.7  /  15.7  /  4.7 ,49.7%,6.7%,239,0.1%,"418,348"
6,7,Sage,0.92, 13.6  /  14.8  /  6.9 ,50.0%,6.7%,189,0.1%,"413,203"
7,8,Skye,0.94, 14.2  /  15  /  7.4 ,48.9%,4.1%,197,0.1%,"256,731"
8,9,Cypher,1.01, 14.7  /  14.6  /  4.9 ,49.4%,4.0%,201,0.1%,"247,486"
9,10,Chamber,1.09, 16.3  /  15  /  3 ,48.3%,3.9%,221,0.1%,"240,952"
10,11,Omen,0.96, 14.6  /  15.2  /  6.8 ,46.6%,3.8%,202,0.1%,"236,611"
11,12,Viper,0.99, 14.6  /  14.7  /  5.7 ,49.2%,3.5%,203,0.1%,"216,703"
12,13,Gekko,0.94, 14.1  /  15  /  4.8 ,49.1%,3.2%,193,0.1%,"196,557"
13,14,Fade,0.96, 14.3  /  15  /  6.3 ,49.3%,2.9%,198,0.1%,"177,071"
14,15,Phoenix,1.12, 17.2  /  15.3  /  4.6 ,50.4%,2.6%,239,0.1%,"161,385"
15,16,Neon,1.01, 16.5  /  16.3  /  4.3 ,48.4%,2.6%,232,0.1%,"158,848"
16,17,KAY/O,0.92, 14.3  /  15.5  /  8.9 ,46.1%,2.5%,203,0.1%,"155,399"
17,18,Sova,0.97, 14.4  /  14.9  /  5.4 ,47.4%,1.4%,203,0.1%,"86,092"
18,19,Yoru,1.01, 15.7  /  15.6  /  4.5 ,46.6%,1.1%,218,0.1%,"68,895"
19,20,Astra,1.03, 15.1  /  14.7  /  6.4 ,47.6%,1.1%,207,0.1%,"68,626"
20,21,Harbor,0.91, 13.8  /  15.3  /  6 ,44.4%,0.8%,191,0.1%,"48,494"
