,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.4  /  16.3  /  3.6 ,48.6%,18.6%,235,0.1%,"276,460"
1,2,Sova,1.02, 14.9  /  14.6  /  6.4 ,49.4%,14.6%,206,0.1%,"216,309"
2,3,Omen,0.98, 14.9  /  15.2  /  9.8 ,48.3%,13.8%,203,0.1%,"204,669"
3,4,Killjoy,1.03, 15  /  14.6  /  3.6 ,49.1%,12.1%,203,0.1%,"179,273"
4,5,Reyna,1.09, 17.4  /  15.9  /  4.5 ,49.9%,8.9%,236,0.1%,"132,613"
5,6,KAY/O,0.93, 14.5  /  15.7  /  9.9 ,44.9%,5.7%,204,0.1%,"83,946"
6,7,Raze,1.03, 16.5  /  16.1  /  5 ,49.6%,3.7%,235,0.1%,"54,567"
7,8,Cypher,1.02, 15  /  14.8  /  5 ,48.9%,3.3%,200,0.1%,"49,330"
8,9,Brimstone,0.98, 14.7  /  15  /  11.2 ,53.1%,3.1%,207,0.1%,"46,239"
9,10,Phoenix,1.09, 17.2  /  15.8  /  5.1 ,51.5%,2.8%,237,0.1%,"41,768"
10,11,Sage,0.98, 14.6  /  15  /  7.1 ,51.9%,2.5%,200,0.1%,"37,272"
11,12,Chamber,1.07, 16.4  /  15.3  /  2.7 ,46.9%,2.5%,217,0.1%,"37,037"
12,13,Skye,0.94, 14.6  /  15.5  /  8 ,47.7%,2.3%,199,0.1%,"34,879"
13,14,Astra,1.04, 15.4  /  14.9  /  8.6 ,49.1%,2.1%,208,0.1%,"30,790"
14,15,Fade,0.97, 14.7  /  15.1  /  7 ,48.6%,1.5%,201,0.1%,"21,758"
15,16,Gekko,0.94, 14.5  /  15.4  /  5 ,47.6%,0.8%,194,0.1%,"11,310"
16,17,Yoru,1.02, 16.1  /  15.8  /  4.7 ,48.1%,0.8%,220,0.1%,"11,149"
17,18,Breach,0.91, 14.2  /  15.6  /  7.8 ,45.9%,0.4%,196,0.1%,"6,679"
18,19,Neon,0.95, 15.8  /  16.6  /  4.1 ,44.5%,0.3%,218,0.1%,"4,950"
19,20,Viper,1.04, 15.4  /  14.9  /  6.1 ,47.0%,0.2%,211,0.1%,"2,847"
20,21,Harbor,0.94, 14.5  /  15.4  /  7 ,46.7%,0.1%,197,"1,791",
