,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.92, 13.7  /  14.9  /  7.5 ,50.4%,12.5%,193,0.1%,"31,600"
1,2,Reyna,1.15, 17.9  /  15.5  /  4.6 ,50.7%,10.9%,250,0.1%,"27,489"
2,3,Raze,1.07, 16.8  /  15.8  /  5 ,51.0%,8.5%,246,0.1%,"21,537"
3,4,Omen,1, 15.1  /  15.2  /  6.7 ,49.2%,8.2%,211,0.1%,"20,715"
4,5,Jett,1.08, 17.1  /  15.9  /  3.9 ,49.2%,8.1%,241,0.1%,"20,536"
5,6,Killjoy,1.02, 14.6  /  14.3  /  4.1 ,50.8%,6.8%,206,0.2%,"17,148"
6,7,Gekko,0.95, 14.2  /  15  /  4.9 ,49.8%,5.5%,197,0.1%,"13,846"
7,8,Brimstone,0.98, 14.6  /  14.9  /  8.3 ,50.4%,5.1%,209,0.1%,"12,798"
8,9,Cypher,1.02, 14.7  /  14.5  /  5 ,49.4%,4.9%,203,0.2%,"12,378"
9,10,Skye,0.93, 14  /  15.1  /  7.7 ,49.5%,4.3%,198,0.1%,"10,892"
10,11,Fade,0.95, 14.3  /  15.1  /  6 ,49.0%,3.3%,201,0.1%,"8,241"
11,12,KAY/O,0.92, 14.3  /  15.5  /  8.5 ,47.5%,3.1%,205,0.1%,"7,826"
12,13,Viper,0.99, 14.5  /  14.7  /  5.4 ,48.7%,3.1%,205,0.1%,"7,775"
13,14,Phoenix,1.1, 17  /  15.4  /  4.8 ,50.6%,3.0%,240,0.1%,"7,580"
14,15,Sova,0.98, 14.5  /  14.8  /  5.3 ,49.3%,2.5%,207,0.1%,"6,343"
15,16,Breach,0.93, 14.4  /  15.5  /  6.4 ,46.2%,2.4%,204,0.1%,"6,183"
16,17,Astra,1.05, 15.3  /  14.6  /  6.2 ,49.7%,2.2%,212,0.1%,"5,461"
17,18,Chamber,1.06, 16  /  15  /  3.2 ,48.6%,2.0%,220,0.1%,"4,947"
18,19,Neon,1, 16.2  /  16.2  /  4.3 ,48.6%,1.6%,230,0.1%,"4,024"
19,20,Yoru,1.01, 15.6  /  15.5  /  4.3 ,46.8%,1.4%,220,0.1%,"3,516"
20,21,Harbor,0.9, 13.8  /  15.3  /  5.8 ,46.1%,0.8%,194,0.1%,"2,104"
