,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.05, 17  /  16.1  /  4.8 ,49.7%,12.9%,242,0.2%,"144,428"
1,2,Skye,0.96, 14.5  /  15.1  /  7.6 ,49.6%,11.9%,197,0.1%,"132,849"
2,3,Brimstone,0.98, 14.7  /  14.9  /  8.6 ,50.7%,11.8%,204,0.1%,"131,927"
3,4,Jett,1.09, 17.4  /  16  /  3.4 ,49.0%,11.2%,237,0.2%,"125,400"
4,5,Reyna,1.14, 17.8  /  15.7  /  4.1 ,50.0%,8.5%,241,0.2%,"95,051"
5,6,Cypher,1, 14.6  /  14.7  /  4.5 ,48.8%,5.5%,194,0.1%,"61,699"
6,7,Chamber,1.09, 16.3  /  14.9  /  2.6 ,48.8%,5.4%,215,0.2%,"60,560"
7,8,Omen,0.97, 14.9  /  15.3  /  7.5 ,47.4%,4.7%,202,0.1%,"52,587"
8,9,Deadlock,1.01, 15.3  /  15.1  /  3.8 ,49.2%,4.5%,210,0.1%,"50,143"
9,10,Sage,0.95, 14.1  /  14.9  /  6.7 ,51.2%,4.3%,192,0.1%,"48,370"
10,11,Killjoy,1, 14.4  /  14.4  /  3.4 ,49.4%,3.3%,195,0.1%,"37,101"
11,12,Sova,1.01, 14.9  /  14.8  /  5.7 ,49.1%,3.1%,205,0.1%,"34,982"
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.4 ,51.1%,2.3%,236,0.2%,"25,259"
13,14,Fade,0.97, 14.6  /  15.1  /  6.5 ,48.1%,2.0%,199,0.1%,"21,807"
14,15,Viper,1.04, 15.5  /  14.9  /  5.6 ,49.5%,1.6%,212,0.1%,"17,875"
15,16,Yoru,1.05, 16.6  /  15.8  /  4.2 ,47.9%,1.5%,226,0.2%,"16,396"
16,17,Astra,1.02, 15.1  /  14.8  /  6.7 ,47.4%,1.4%,203,0.1%,"15,547"
17,18,Gekko,0.95, 14.5  /  15.2  /  4.7 ,48.9%,1.2%,193,0.1%,"13,392"
18,19,Breach,0.93, 14.4  /  15.5  /  6.9 ,46.7%,1.1%,197,0.1%,"11,805"
19,20,KAY/O,0.92, 14.5  /  15.7  /  8.9 ,43.8%,1.0%,203,0.1%,"10,766"
20,21,Neon,0.98, 16.1  /  16.4  /  4 ,46.4%,0.4%,222,0.2%,"4,989"
21,22,Harbor,0.92, 14.1  /  15.4  /  6 ,44.0%,0.3%,191,0.1%,"3,636"
