,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.7 ,49.3%,12.5%,238,0.1%,"547,762"
1,2,Omen,0.98, 14.9  /  15.2  /  7.7 ,49.2%,10.4%,203,0.1%,"453,327"
2,3,Reyna,1.13, 17.8  /  15.7  /  4.4 ,49.9%,9.2%,243,0.1%,"402,567"
3,4,Raze,1.06, 16.9  /  16  /  4.9 ,50.3%,8.8%,243,0.1%,"386,327"
4,5,Killjoy,1.03, 14.8  /  14.4  /  3.6 ,50.3%,8.5%,203,0.1%,"373,181"
5,6,Skye,0.95, 14.4  /  15.1  /  8.3 ,49.5%,6.6%,198,0.1%,"286,349"
6,7,Gekko,0.95, 14.3  /  15.1  /  4.9 ,50.2%,6.0%,192,0.1%,"262,546"
7,8,Chamber,1.1, 16.5  /  15  /  2.8 ,48.7%,5.7%,221,0.1%,"247,379"
8,9,Breach,0.94, 14.4  /  15.4  /  7.4 ,49.1%,5.2%,198,0.1%,"225,099"
9,10,Sage,0.94, 14.1  /  15  /  7.1 ,50.5%,4.5%,194,0.1%,"194,501"
10,11,Brimstone,0.97, 14.6  /  15  /  9.1 ,51.1%,3.3%,205,0.1%,"144,889"
11,12,Cypher,1.01, 14.8  /  14.8  /  4.6 ,48.2%,2.8%,200,0.1%,"122,250"
12,13,Harbor,0.93, 14.2  /  15.2  /  6.4 ,47.0%,2.5%,193,0.1%,"109,172"
13,14,Phoenix,1.11, 17.2  /  15.6  /  4.7 ,50.4%,2.3%,238,0.1%,"100,708"
14,15,Fade,0.95, 14.4  /  15.1  /  6.5 ,48.4%,2.3%,198,0.1%,"100,680"
15,16,Astra,1.03, 15.1  /  14.7  /  6.7 ,49.7%,2.3%,205,0.1%,"98,391"
16,17,KAY/O,0.91, 14.3  /  15.7  /  9.5 ,44.4%,1.7%,203,0.1%,"74,717"
17,18,Viper,1.03, 15.1  /  14.7  /  5.9 ,49.5%,1.7%,209,0.1%,"73,992"
18,19,Sova,0.99, 14.8  /  14.9  /  5.7 ,49.0%,1.4%,206,0.1%,"61,319"
19,20,Neon,0.98, 16.2  /  16.6  /  4.3 ,47.6%,1.4%,226,0.1%,"59,803"
20,21,Yoru,1, 15.8  /  15.8  /  4.5 ,46.5%,1.0%,217,0.1%,"41,985"
